price;city;square;land_plot_surface;transport_exists_nearby;medical_service_exists_nearby;cluster
350000.0;27.0;50.0;70.0;1.0;1.0;0
820000.0;12.0;105.0;177.0;1.0;0.0;2
1745000.0;33.0;220.0;828.0;1.0;0.0;0
1245000.0;9.0;210.0;650.0;1.0;0.0;2
770000.0;7.0;115.0;227.0;1.0;0.0;2
1050000.0;28.0;150.0;218.0;1.0;0.0;2
549000.0;9.0;96.0;252.0;1.0;0.0;2
815000.0;18.0;154.0;199.0;1.0;0.0;2
899000.0;29.0;125.0;373.0;1.0;0.0;2
1249000.0;34.0;310.0;350.0;0.0;0.0;1
995000.0;16.0;105.0;146.0;0.0;0.0;1
790000.0;0.0;160.0;150.0;1.0;0.0;2
550000.0;0.0;146.0;282.0;1.0;0.0;2
899000.0;24.0;140.0;350.0;0.0;0.0;1
719000.0;1.0;98.0;95.0;0.0;0.0;1
675000.0;24.0;98.0;0.0;1.0;0.0;2
1685000.0;27.0;290.0;2500.0;1.0;0.0;0
385000.0;11.0;81.0;0.0;0.0;0.0;1
1380000.0;34.0;168.0;500.0;1.0;1.0;0
1470000.0;27.0;190.0;453.0;1.0;0.0;2
725000.0;24.0;130.0;286.0;1.0;1.0;0
698000.0;3.0;111.0;148.0;1.0;0.0;2
2700000.0;29.0;416.0;736.0;1.0;1.0;0
1099000.0;0.0;220.0;486.0;0.0;0.0;1
620000.0;11.0;120.0;185.0;1.0;0.0;2
1055000.0;32.0;193.0;0.0;1.0;0.0;2
650000.0;27.0;89.0;149.0;1.0;0.0;2
1098000.0;9.0;140.0;310.0;1.0;1.0;0
1049000.0;31.0;220.0;507.0;1.0;0.0;2
725000.0;0.0;190.0;380.0;1.0;0.0;2
499000.0;2.0;70.0;105.0;1.0;0.0;2
750000.0;9.0;112.0;313.0;1.0;0.0;2
750000.0;8.0;145.0;182.0;1.0;0.0;2
1265000.0;27.0;165.0;638.0;0.0;0.0;1
420000.0;11.0;61.0;76.0;1.0;0.0;2
549000.0;7.0;68.0;567.0;1.0;0.0;2
980000.0;0.0;289.0;264.0;1.0;0.0;2
1090000.0;26.0;140.0;0.0;1.0;1.0;0
800000.0;24.0;140.0;167.0;0.0;0.0;1
995000.0;6.0;140.0;388.0;0.0;0.0;1
1250000.0;1.0;150.0;295.0;1.0;1.0;0
478400.0;6.0;68.0;100.0;0.0;0.0;1
2190000.0;9.0;230.0;1334.0;1.0;0.0;2
599000.0;7.0;120.0;315.0;1.0;1.0;0
245000.0;1.0;40.0;0.0;1.0;0.0;2
995000.0;16.0;137.0;186.0;1.0;0.0;2
1195000.0;16.0;198.0;397.0;1.0;0.0;2
1070000.0;27.0;124.0;276.0;1.0;0.0;2
499000.0;24.0;85.0;0.0;1.0;0.0;2
570000.0;11.0;131.0;342.0;1.0;0.0;2
715000.0;26.0;100.0;183.0;1.0;0.0;2
1590000.0;33.0;193.0;200.0;1.0;0.0;2
600000.0;27.0;90.0;563.0;1.0;0.0;2
798000.0;16.0;105.0;131.0;1.0;1.0;0
325000.0;2.0;72.0;0.0;1.0;0.0;2
690000.0;27.0;107.0;0.0;1.0;1.0;0
845000.0;24.0;164.0;0.0;1.0;0.0;2
880000.0;2.0;185.0;210.0;1.0;0.0;2
945000.0;17.0;120.0;115.0;0.0;0.0;1
1850000.0;22.0;211.0;445.0;0.0;0.0;1
850000.0;24.0;149.0;500.0;1.0;1.0;0
850000.0;9.0;127.0;400.0;0.0;0.0;1
724000.0;24.0;87.0;364.0;1.0;0.0;2
890000.0;9.0;180.0;233.0;0.0;0.0;1
750000.0;26.0;86.0;0.0;1.0;0.0;2
899000.0;24.0;120.0;350.0;1.0;0.0;2
1099000.0;3.0;138.0;300.0;1.0;0.0;2
865000.0;11.0;142.0;202.0;1.0;0.0;2
1248000.0;9.0;241.0;527.0;1.0;0.0;2
1395000.0;27.0;206.0;27.0;1.0;1.0;0
799000.0;11.0;128.0;520.0;1.0;1.0;0
850000.0;13.0;150.0;300.0;1.0;1.0;0
836000.0;31.0;162.0;420.0;0.0;0.0;1
750000.0;8.0;145.0;182.0;1.0;0.0;2
880000.0;9.0;130.0;0.0;0.0;0.0;1
690000.0;27.0;118.0;0.0;1.0;0.0;2
1100000.0;27.0;205.0;127.0;1.0;0.0;2
560000.0;24.0;87.0;0.0;1.0;0.0;2
1370000.0;11.0;150.0;331.0;1.0;0.0;2
900000.0;11.0;122.0;180.0;1.0;0.0;2
950000.0;27.0;239.0;182.0;1.0;0.0;2
1050000.0;27.0;136.0;240.0;1.0;0.0;2
655000.0;8.0;85.0;191.0;1.0;0.0;2
799000.0;30.0;150.0;244.0;1.0;1.0;0
1420000.0;16.0;200.0;250.0;1.0;0.0;2
2180000.0;33.0;303.0;1060.0;1.0;0.0;0
1870000.0;31.0;320.0;1011.0;1.0;1.0;0
550000.0;11.0;95.0;318.0;1.0;1.0;0
1150000.0;34.0;133.0;600.0;1.0;0.0;2
579000.0;2.0;130.0;210.0;1.0;0.0;2
1700000.0;28.0;290.0;736.0;1.0;0.0;0
882000.0;24.0;155.0;200.0;1.0;0.0;2
1290000.0;9.0;300.0;400.0;0.0;0.0;1
528000.0;11.0;107.0;147.0;1.0;1.0;0
1095000.0;27.0;200.0;780.0;1.0;1.0;0
1097000.0;27.0;140.0;750.0;1.0;1.0;0
320000.0;11.0;46.0;28.0;1.0;0.0;2
1250000.0;8.0;200.0;240.0;1.0;1.0;0
829000.0;24.0;165.0;222.0;1.0;0.0;2
499000.0;11.0;85.0;0.0;1.0;0.0;2
735000.0;24.0;130.0;130.0;1.0;1.0;0
950000.0;27.0;165.0;269.0;1.0;0.0;2
1049000.0;11.0;150.0;260.0;1.0;0.0;2
1200000.0;30.0;177.0;378.0;1.0;1.0;0
598000.0;0.0;133.0;451.0;0.0;0.0;1
1800000.0;14.0;217.0;800.0;1.0;0.0;2
1695000.0;30.0;299.0;0.0;1.0;0.0;0
1360000.0;16.0;194.0;137.0;0.0;0.0;1
639000.0;24.0;100.0;251.0;1.0;0.0;2
1070000.0;31.0;149.0;337.0;1.0;0.0;2
1080000.0;9.0;185.0;287.0;1.0;0.0;2
680000.0;30.0;65.0;90.0;1.0;0.0;2
795000.0;33.0;106.0;492.0;0.0;0.0;1
530000.0;0.0;112.0;490.0;1.0;0.0;2
1265000.0;28.0;155.0;770.0;1.0;0.0;2
440000.0;15.0;130.0;220.0;1.0;0.0;2
1300000.0;13.0;240.0;500.0;1.0;1.0;0
826800.0;27.0;137.0;143.0;1.0;0.0;2
3450000.0;27.0;650.0;3946.0;1.0;1.0;0
940000.0;28.0;85.0;173.0;1.0;0.0;2
469000.0;11.0;85.0;269.0;0.0;0.0;1
816300.0;8.0;118.0;100.0;1.0;0.0;2
1295000.0;27.0;140.0;504.0;1.0;1.0;0
415000.0;24.0;66.0;210.0;1.0;0.0;2
468000.0;0.0;88.0;265.0;1.0;0.0;2
620000.0;6.0;80.0;230.0;0.0;0.0;1
649000.0;27.0;92.0;96.0;1.0;1.0;0
700000.0;24.0;157.0;255.0;1.0;0.0;2
895000.0;11.0;174.0;0.0;1.0;0.0;2
735000.0;0.0;180.0;239.0;1.0;0.0;2
1680000.0;17.0;199.0;398.0;1.0;1.0;0
530000.0;24.0;79.0;234.0;0.0;0.0;1
1450000.0;11.0;170.0;734.0;1.0;0.0;2
1080000.0;22.0;200.0;321.0;1.0;0.0;2
1250000.0;7.0;120.0;597.0;1.0;0.0;2
1550000.0;22.0;160.0;524.0;0.0;0.0;1
771450.0;30.0;106.0;0.0;1.0;0.0;2
1050000.0;24.0;162.0;477.0;1.0;0.0;2
470000.0;18.0;60.0;210.0;1.0;0.0;2
1070000.0;12.0;142.0;159.0;1.0;0.0;2
695000.0;24.0;64.0;784.0;1.0;0.0;2
695000.0;24.0;64.0;784.0;1.0;0.0;2
936000.0;2.0;130.0;792.0;1.0;0.0;2
999000.0;9.0;170.0;200.0;1.0;0.0;2
750000.0;9.0;117.0;200.0;1.0;0.0;2
680000.0;27.0;118.0;166.0;1.0;0.0;2
345000.0;0.0;31.0;180.0;0.0;0.0;1
282000.0;11.0;79.0;140.0;1.0;0.0;2
750000.0;11.0;94.0;123.0;1.0;1.0;0
1245000.0;22.0;164.0;323.0;1.0;0.0;2
3900000.0;4.0;264.0;270.0;1.0;1.0;0
680000.0;11.0;90.0;134.0;1.0;0.0;2
913500.0;6.0;110.0;270.0;1.0;0.0;2
1890000.0;27.0;217.0;456.0;1.0;1.0;0
850000.0;6.0;120.0;300.0;0.0;0.0;1
899000.0;1.0;170.0;174.0;1.0;0.0;2
799000.0;27.0;145.0;120.0;1.0;0.0;2
680000.0;13.0;126.0;600.0;1.0;0.0;2
1149000.0;17.0;190.0;203.0;1.0;0.0;2
742000.0;9.0;115.0;100.0;0.0;0.0;1
735000.0;9.0;146.0;270.0;1.0;0.0;2
1300000.0;27.0;205.0;758.0;1.0;1.0;0
1390000.0;29.0;260.0;381.0;1.0;0.0;0
504500.0;0.0;90.0;328.0;1.0;0.0;2
1070000.0;27.0;124.0;276.0;1.0;0.0;2
1099000.0;0.0;203.0;485.0;1.0;0.0;2
2200000.0;9.0;310.0;1128.0;1.0;0.0;2
775000.0;11.0;102.0;156.0;1.0;0.0;2
459500.0;11.0;58.0;118.0;1.0;1.0;0
339900.0;1.0;51.0;65.0;1.0;0.0;2
695000.0;27.0;73.0;602.0;1.0;0.0;2
1025000.0;5.0;216.0;337.0;1.0;0.0;2
748000.0;27.0;71.0;327.0;1.0;1.0;0
549000.0;15.0;142.0;0.0;0.0;0.0;1
1010000.0;11.0;130.0;223.0;1.0;0.0;2
1195000.0;9.0;125.0;140.0;0.0;0.0;1
621000.0;6.0;106.0;230.0;1.0;0.0;2
1196000.0;2.0;157.0;354.0;1.0;1.0;0
625000.0;0.0;96.0;400.0;1.0;0.0;2
1035000.0;27.0;139.0;260.0;1.0;0.0;2
720000.0;4.0;73.0;0.0;1.0;0.0;2
549000.0;30.0;100.0;199.0;0.0;0.0;1
1290000.0;28.0;174.0;110.0;1.0;1.0;0
735000.0;24.0;130.0;130.0;1.0;1.0;0
1745000.0;27.0;240.0;374.0;0.0;0.0;1
895000.0;27.0;124.0;486.0;1.0;0.0;2
1690000.0;10.0;247.0;0.0;1.0;0.0;2
1780000.0;33.0;226.0;927.0;1.0;0.0;0
1495000.0;16.0;175.0;155.0;1.0;0.0;2
856000.0;24.0;162.0;400.0;0.0;0.0;1
594000.0;20.0;96.0;150.0;0.0;0.0;1
550000.0;8.0;88.0;158.0;1.0;1.0;0
1250000.0;1.0;157.0;380.0;1.0;1.0;0
1295000.0;30.0;140.0;504.0;1.0;1.0;0
415000.0;24.0;65.0;210.0;1.0;0.0;2
1189000.0;11.0;153.0;700.0;1.0;1.0;0
795000.0;18.0;190.0;225.0;1.0;0.0;2
731300.0;6.0;95.0;140.0;1.0;1.0;0
1290000.0;27.0;182.0;611.0;1.0;0.0;2
728000.0;13.0;128.0;302.0;1.0;0.0;2
899000.0;11.0;148.0;255.0;1.0;0.0;2
700000.0;0.0;140.0;350.0;1.0;0.0;2
467000.0;27.0;68.0;120.0;1.0;0.0;2
599000.0;18.0;129.0;286.0;1.0;0.0;2
1390000.0;1.0;210.0;0.0;1.0;1.0;0
650000.0;11.0;146.0;130.0;1.0;0.0;2
945000.0;30.0;161.0;187.0;1.0;0.0;2
945000.0;17.0;120.0;115.0;1.0;0.0;2
698000.0;27.0;91.0;457.0;1.0;1.0;0
678000.0;27.0;90.0;24153.0;1.0;0.0;0
1765000.0;17.0;426.0;914.0;1.0;1.0;0
1490000.0;30.0;195.0;0.0;1.0;0.0;2
1390000.0;21.0;167.0;514.0;1.0;1.0;0
1235000.0;1.0;175.0;380.0;1.0;0.0;2
948000.0;27.0;140.0;486.0;1.0;1.0;0
295000.0;15.0;90.0;0.0;1.0;0.0;2
1195000.0;31.0;120.0;210.0;0.0;0.0;1
738500.0;0.0;139.0;450.0;1.0;0.0;2
874000.0;7.0;130.0;330.0;1.0;0.0;2
990000.0;30.0;145.0;200.0;0.0;0.0;1
988000.0;9.0;197.0;240.0;0.0;0.0;1
680000.0;20.0;101.0;120.0;0.0;0.0;1
620000.0;9.0;85.0;85.0;1.0;0.0;2
